Sales_Date,Store ID,Product ID,Quantity,Revenue,day_of_week,month,is_weekend
2023-01-01,7,221,1,157.2,6,1,True
2023-01-01,7,248,1,102.0,6,1,True
2023-01-01,8,4,1,346.5,6,1,True
2023-01-01,8,13,1,108.3,6,1,True
2023-01-01,8,30,1,201.0,6,1,True
2023-01-01,8,40,1,122.5,6,1,True
2023-01-01,8,91,1,164.1,6,1,True
2023-01-01,8,93,1,192.0,6,1,True
2023-01-01,8,109,1,145.5,6,1,True
2023-01-01,8,117,1,139.8,6,1,True
2023-01-01,8,118,2,652.0,6,1,True
2023-01-01,8,143,3,497.70000000000005,6,1,True
2023-01-01,8,170,1,262.0,6,1,True
2023-01-01,8,195,1,155.4,6,1,True
2023-01-01,8,196,2,291.0,6,1,True
2023-01-01,8,221,2,314.4,6,1,True
2023-01-01,8,248,1,102.0,6,1,True
2023-01-01,9,5,1,131.0,6,1,True
2023-01-01,9,13,2,216.6,6,1,True
2023-01-01,9,14,2,291.0,6,1,True
2023-01-01,9,31,1,107.5,6,1,True
2023-01-01,9,40,2,245.0,6,1,True
2023-01-01,9,65,1,152.1,6,1,True
2023-01-01,9,66,3,402.0,6,1,True
2023-01-01,9,67,1,218.5,6,1,True
2023-01-01,9,91,4,656.4,6,1,True
2023-01-01,9,108,1,241.5,6,1,True
2023-01-01,9,109,1,145.5,6,1,True
2023-01-01,9,117,2,279.6,6,1,True
2023-01-01,9,119,6,1065.0,6,1,True
2023-01-01,9,135,2,443.0,6,1,True
2023-01-01,9,143,2,331.8,6,1,True
2023-01-01,9,160,1,195.0,6,1,True
2023-01-01,9,169,1,192.3,6,1,True
2023-01-01,9,170,2,524.0,6,1,True
2023-01-01,9,186,1,177.5,6,1,True
2023-01-01,9,195,2,310.8,6,1,True
2023-01-01,9,196,1,145.5,6,1,True
2023-01-01,9,213,1,209.5,6,1,True
2023-01-01,9,221,4,628.8,6,1,True
2023-01-01,9,222,1,142.5,6,1,True
2023-01-01,9,238,2,472.0,6,1,True
2023-01-01,9,247,1,160.8,6,1,True
2023-01-01,9,248,3,306.0,6,1,True
2023-01-01,10,40,1,122.5,6,1,True
2023-01-01,10,41,1,163.0,6,1,True
2023-01-01,10,56,1,116.5,6,1,True
2023-01-01,10,65,1,152.1,6,1,True
2023-01-01,10,92,1,99.0,6,1,True
2023-01-01,10,117,1,139.8,6,1,True
2023-01-01,10,135,1,221.5,6,1,True
2023-01-01,10,143,1,165.9,6,1,True
2023-01-01,10,195,1,155.4,6,1,True
2023-01-01,10,197,1,215.5,6,1,True
2023-01-01,10,221,3,471.59999999999997,6,1,True
2023-01-01,10,223,2,245.0,6,1,True
2023-01-01,10,248,1,102.0,6,1,True
2023-01-01,10,249,1,201.0,6,1,True
2023-01-01,11,13,2,26.04,6,1,True
2023-01-01,11,39,4,31.5,6,1,True
2023-01-01,11,65,2,36.54,6,1,True
2023-01-01,11,92,1,11.9,6,1,True
2023-01-01,11,169,1,23.1,6,1,True
2023-01-01,11,171,1,19.6,6,1,True
2023-01-01,11,212,2,67.9,6,1,True
2023-01-01,11,213,1,25.2,6,1,True
2023-01-01,11,238,1,28.35,6,1,True
2023-01-01,11,247,3,57.96,6,1,True
2023-01-01,12,65,1,18.27,6,1,True
2023-01-01,12,134,1,31.85,6,1,True
2023-01-01,12,143,2,39.9,6,1,True
2023-01-01,12,144,1,39.55,6,1,True
2023-01-01,12,169,1,23.1,6,1,True
2023-01-01,12,186,2,42.7,6,1,True
2023-01-01,12,212,1,33.95,6,1,True
2023-01-01,12,221,2,37.8,6,1,True
2023-01-01,12,222,1,17.15,6,1,True
2023-01-01,13,5,2,31.5,6,1,True
2023-01-01,13,15,1,23.1,6,1,True
2023-01-01,13,67,2,52.5,6,1,True
2023-01-01,13,82,1,17.15,6,1,True
2023-01-01,13,91,1,19.74,6,1,True
2023-01-01,13,119,1,21.35,6,1,True
2023-01-01,13,160,1,23.45,6,1,True
2023-01-01,13,197,1,25.9,6,1,True
2023-01-01,13,223,1,14.7,6,1,True
2023-01-01,14,13,1,13.02,6,1,True
2023-01-01,14,14,1,17.5,6,1,True
2023-01-01,14,39,1,15.75,6,1,True
2023-01-01,14,65,1,18.27,6,1,True
2023-01-01,14,109,1,17.5,6,1,True
2023-01-01,14,117,1,16.8,6,1,True
2023-01-01,14,145,1,23.8,6,1,True
2023-01-01,14,161,1,23.8,6,1,True
2023-01-01,14,238,1,28.35,6,1,True
2023-01-01,14,248,1,12.25,6,1,True
2023-01-01,15,13,1,13.02,6,1,True
2023-01-01,15,15,1,23.1,6,1,True
2023-01-01,15,66,2,32.2,6,1,True
2023-01-01,15,91,2,39.48,6,1,True
2023-01-01,15,108,2,58.1,6,1,True
2023-01-01,15,170,1,31.5,6,1,True
2023-01-01,15,187,2,47.6,6,1,True
2023-01-01,15,238,1,28.35,6,1,True
2023-01-01,16,14,1,13.5,6,1,True
2023-01-01,16,117,1,12.9,6,1,True
2023-01-01,16,238,1,21.5,6,1,True
2023-01-01,17,65,1,14.1,6,1,True
2023-01-01,17,82,1,13.0,6,1,True
2023-01-01,17,135,1,20.5,6,1,True
2023-01-01,17,195,1,14.4,6,1,True
2023-01-01,18,30,1,18.5,6,1,True
2023-01-01,18,186,1,16.5,6,1,True
2023-01-01,18,195,1,14.4,6,1,True
2023-01-01,18,212,1,26.0,6,1,True
2023-01-01,19,5,1,12.0,6,1,True
2023-01-01,19,117,1,12.9,6,1,True
2023-01-01,19,134,2,49.0,6,1,True
2023-01-01,19,170,1,24.0,6,1,True
2023-01-01,20,196,1,13.5,6,1,True
2023-01-01,20,223,3,34.5,6,1,True
2023-01-01,21,13,1,13.02,6,1,True
2023-01-01,21,15,3,69.3,6,1,True
2023-01-01,21,117,2,33.6,6,1,True
2023-01-01,21,135,1,26.6,6,1,True
2023-01-01,21,143,2,0.0,6,1,True
2023-01-01,21,161,1,23.8,6,1,True
2023-01-01,21,169,4,92.4,6,1,True
2023-01-01,21,170,1,31.5,6,1,True
2023-01-01,21,171,1,19.6,6,1,True
2023-01-01,21,195,1,18.69,6,1,True
2023-01-01,21,223,1,14.7,6,1,True
2023-01-01,21,247,2,38.64,6,1,True
2023-01-01,21,248,1,12.25,6,1,True
2023-01-01,22,13,1,13.02,6,1,True
2023-01-01,22,92,1,11.9,6,1,True
2023-01-01,22,109,1,17.5,6,1,True
2023-01-01,22,117,1,16.8,6,1,True
2023-01-01,23,65,1,18.27,6,1,True
2023-01-01,23,66,3,16.1,6,1,True
2023-01-01,23,118,1,39.2,6,1,True
2023-01-01,23,171,1,19.6,6,1,True
2023-01-01,24,31,1,12.95,6,1,True
2023-01-01,24,40,1,14.7,6,1,True
2023-01-01,24,109,1,17.5,6,1,True
2023-01-01,24,117,2,33.6,6,1,True
2023-01-01,24,118,1,39.2,6,1,True
2023-01-01,24,169,1,23.1,6,1,True
2023-01-01,24,196,1,17.5,6,1,True
2023-01-01,24,212,1,33.95,6,1,True
2023-01-01,25,66,1,16.1,6,1,True
2023-01-01,25,117,1,16.8,6,1,True
2023-01-01,25,195,1,18.69,6,1,True
2023-01-01,26,14,1,17.5,6,1,True
2023-01-01,26,31,1,12.95,6,1,True
2023-01-01,26,40,1,14.7,6,1,True
2023-01-01,26,56,1,14.0,6,1,True
2023-01-01,26,91,1,19.74,6,1,True
2023-01-01,26,93,1,23.1,6,1,True
2023-01-01,26,117,2,0.0,6,1,True
2023-01-01,26,144,1,39.55,6,1,True
2023-01-01,26,160,1,23.45,6,1,True
2023-01-01,26,186,1,21.35,6,1,True
2023-01-01,26,195,1,18.69,6,1,True
2023-01-01,26,197,1,25.9,6,1,True
2023-01-01,26,221,1,18.9,6,1,True
2023-01-01,26,238,1,28.35,6,1,True
2023-01-01,26,239,1,16.45,6,1,True
2023-01-01,26,247,1,19.32,6,1,True
2023-01-01,27,13,1,13.02,6,1,True
2023-01-01,27,117,1,16.8,6,1,True
2023-01-01,27,212,1,33.95,6,1,True
2023-01-01,28,56,1,14.0,6,1,True
2023-01-01,28,109,1,17.5,6,1,True
2023-01-01,28,143,1,19.95,6,1,True
2023-01-01,28,186,1,21.35,6,1,True
2023-01-01,28,247,3,57.96,6,1,True
2023-01-01,29,15,1,23.1,6,1,True
2023-01-01,29,31,1,12.95,6,1,True
2023-01-01,29,91,1,19.74,6,1,True
2023-01-01,29,134,1,31.85,6,1,True
2023-01-01,29,160,2,46.9,6,1,True
2023-01-01,29,186,2,42.7,6,1,True
2023-01-01,30,39,2,31.5,6,1,True
2023-01-01,30,56,1,14.0,6,1,True
2023-01-01,30,119,3,64.05,6,1,True
2023-01-01,30,135,1,26.6,6,1,True
2023-01-01,30,171,1,19.6,6,1,True
2023-01-01,30,186,1,21.35,6,1,True
2023-01-01,30,195,1,18.69,6,1,True
2023-01-01,30,213,1,25.2,6,1,True
2023-01-01,30,249,2,0.0,6,1,True
2023-01-01,31,39,2,31.5,6,1,True
2023-01-01,31,41,1,19.6,6,1,True
2023-01-01,31,57,1,14.35,6,1,True
2023-01-01,31,65,2,36.54,6,1,True
2023-01-01,31,145,1,23.8,6,1,True
2023-01-01,31,161,2,47.6,6,1,True
2023-01-01,31,169,2,46.2,6,1,True
2023-01-01,31,195,2,37.38,6,1,True
2023-01-01,31,212,2,67.9,6,1,True
2023-01-01,31,221,3,56.699999999999996,6,1,True
2023-01-01,31,238,2,56.7,6,1,True
2023-01-01,31,247,2,0.0,6,1,True
2023-01-01,32,14,1,17.5,6,1,True
2023-01-01,32,30,1,24.15,6,1,True
2023-01-01,32,57,1,14.35,6,1,True
2023-01-01,32,82,1,17.15,6,1,True
2023-01-01,32,83,1,24.15,6,1,True
2023-01-01,32,117,1,16.8,6,1,True
2023-01-01,32,119,3,64.05,6,1,True
2023-01-01,32,143,1,19.95,6,1,True
2023-01-01,32,169,1,23.1,6,1,True
2023-01-01,32,195,1,18.69,6,1,True
2023-01-01,32,247,1,19.32,6,1,True
2023-01-01,33,91,1,19.74,6,1,True
2023-01-01,33,108,1,29.05,6,1,True
2023-01-01,33,117,1,16.8,6,1,True
2023-01-01,33,135,1,26.6,6,1,True
2023-01-01,33,170,1,31.5,6,1,True
2023-01-01,33,171,1,19.6,6,1,True
2023-01-01,33,187,1,23.8,6,1,True
2023-01-01,33,223,1,14.7,6,1,True
2023-01-01,33,238,1,28.35,6,1,True
2023-01-01,34,31,2,0.0,6,1,True
2023-01-01,34,109,1,17.5,6,1,True
2023-01-01,34,145,3,71.4,6,1,True
2023-01-01,34,171,1,19.6,6,1,True
2023-01-01,35,67,1,26.25,6,1,True
2023-01-01,35,83,1,24.15,6,1,True
2023-01-01,35,109,1,17.5,6,1,True
2023-01-01,35,247,2,38.64,6,1,True
2023-01-02,1,13,1,14.1,0,1,False
2023-01-02,1,82,1,18.5,0,1,False
2023-01-02,1,108,1,31.5,0,1,False
2023-01-02,1,118,1,42.5,0,1,False
2023-01-02,1,134,1,34.5,0,1,False
2023-01-02,1,143,1,21.6,0,1,False
2023-01-02,1,145,1,26.0,0,1,False
2023-01-02,1,160,1,25.5,0,1,False
2023-01-02,1,161,2,52.0,0,1,False
2023-01-02,1,169,1,24.9,0,1,False
2023-01-02,1,171,1,-21.0,0,1,False
2023-01-02,1,195,1,20.1,0,1,False
2023-01-02,1,197,1,28.0,0,1,False
2023-01-02,1,221,1,20.4,0,1,False
2023-01-02,1,222,1,18.5,0,1,False
2023-01-02,1,249,1,26.0,0,1,False
2023-01-02,2,65,1,19.8,0,1,False
2023-01-02,2,66,1,17.5,0,1,False
2023-01-02,2,135,1,29.0,0,1,False
2023-01-02,2,196,1,19.0,0,1,False
2023-01-02,2,247,1,21.0,0,1,False
2023-01-02,3,13,1,14.1,0,1,False
2023-01-02,3,65,1,19.8,0,1,False
2023-01-02,3,169,1,24.9,0,1,False
2023-01-02,3,221,1,20.4,0,1,False
2023-01-02,3,247,1,21.0,0,1,False
2023-01-02,4,13,1,14.1,0,1,False
2023-01-02,4,195,1,20.1,0,1,False
2023-01-02,4,223,1,16.0,0,1,False
2023-01-02,5,39,1,17.1,0,1,False
2023-01-02,5,40,1,16.0,0,1,False
2023-01-02,6,91,2,328.2,0,1,False
2023-01-02,6,108,1,241.5,0,1,False
2023-01-02,6,145,1,198.0,0,1,False
2023-01-02,6,169,2,384.6,0,1,False
2023-01-02,6,249,1,201.0,0,1,False
2023-01-02,7,13,2,216.6,0,1,False
2023-01-02,7,67,1,218.5,0,1,False
2023-01-02,7,145,1,198.0,0,1,False
2023-01-02,8,82,1,142.5,0,1,False
2023-01-02,8,91,1,164.1,0,1,False
2023-01-02,8,145,1,198.0,0,1,False
2023-01-02,9,39,1,131.1,0,1,False
2023-01-02,9,65,1,152.1,0,1,False
2023-01-02,9,82,1,142.5,0,1,False
2023-01-02,9,91,1,164.1,0,1,False
2023-01-02,9,92,1,99.0,0,1,False
2023-01-02,9,143,1,165.9,0,1,False
2023-01-02,9,161,1,198.0,0,1,False
2023-01-02,9,171,1,163.0,0,1,False
2023-01-02,9,187,1,198.0,0,1,False
2023-01-02,9,213,1,209.5,0,1,False
2023-01-02,9,222,1,142.5,0,1,False
2023-01-02,9,223,1,122.5,0,1,False
2023-01-02,11,93,1,23.1,0,1,False
2023-01-02,11,118,1,39.2,0,1,False
2023-01-02,11,247,1,19.32,0,1,False
2023-01-02,13,5,1,15.75,0,1,False
2023-01-02,13,195,1,18.69,0,1,False
2023-01-02,14,247,1,19.32,0,1,False
2023-01-02,15,65,1,18.27,0,1,False
2023-01-02,15,145,1,23.8,0,1,False
2023-01-02,16,65,1,14.1,0,1,False
2023-01-02,16,161,1,18.0,0,1,False
2023-01-02,16,171,1,15.0,0,1,False
2023-01-02,17,91,1,15.0,0,1,False
2023-01-02,17,117,1,12.9,0,1,False
2023-01-02,17,212,4,104.0,0,1,False
2023-01-02,17,238,1,21.5,0,1,False
2023-01-02,18,143,1,15.3,0,1,False
2023-01-02,18,196,1,13.5,0,1,False
2023-01-02,19,39,3,36.0,0,1,False
2023-01-02,19,247,1,14.7,0,1,False
2023-01-02,20,56,1,10.5,0,1,False
2023-01-02,20,82,1,13.0,0,1,False
2023-01-02,20,196,1,13.5,0,1,False
2023-01-02,20,221,1,14.4,0,1,False
2023-01-02,20,247,1,14.7,0,1,False
2023-01-02,21,56,1,14.0,0,1,False
2023-01-02,21,66,1,16.1,0,1,False
2023-01-02,21,109,1,17.5,0,1,False
2023-01-02,21,186,1,21.35,0,1,False
2023-01-02,22,169,1,23.1,0,1,False
2023-01-02,23,117,1,16.8,0,1,False
2023-01-02,23,135,1,26.6,0,1,False
2023-01-02,23,196,1,17.5,0,1,False
2023-01-02,24,13,1,13.02,0,1,False
2023-01-02,25,65,1,18.27,0,1,False
2023-01-02,26,13,1,13.02,0,1,False
2023-01-02,26,134,1,31.85,0,1,False
2023-01-02,26,169,1,23.1,0,1,False
2023-01-02,26,223,1,14.7,0,1,False
2023-01-02,28,169,1,23.1,0,1,False
2023-01-02,28,195,2,37.38,0,1,False
2023-01-02,29,108,1,29.05,0,1,False
2023-01-02,30,238,1,28.35,0,1,False
2023-01-02,31,56,1,14.0,0,1,False
2023-01-02,31,160,1,23.45,0,1,False
2023-01-02,31,212,1,33.95,0,1,False
2023-01-02,31,223,1,14.7,0,1,False
2023-01-02,32,238,1,28.35,0,1,False
2023-01-02,33,144,1,39.55,0,1,False
2023-01-02,34,13,1,13.02,0,1,False
2023-01-02,35,108,1,29.05,0,1,False
2023-01-03,1,4,1,45.0,1,1,False
2023-01-03,1,14,1,19.0,1,1,False
2023-01-03,1,15,1,25.0,1,1,False
2023-01-03,1,40,2,32.0,1,1,False
2023-01-03,1,41,1,21.0,1,1,False
2023-01-03,1,57,1,15.5,1,1,False
2023-01-03,1,65,1,19.8,1,1,False
2023-01-03,1,66,1,17.5,1,1,False
2023-01-03,1,93,1,25.0,1,1,False
2023-01-03,1,118,1,-42.5,1,1,False
2023-01-03,1,143,1,21.6,1,1,False
2023-01-03,1,169,1,24.9,1,1,False
2023-01-03,1,196,1,19.0,1,1,False
2023-01-03,1,197,2,56.0,1,1,False
2023-01-03,1,238,1,30.5,1,1,False
2023-01-03,2,92,1,13.0,1,1,False
2023-01-03,2,117,2,-36.6,1,1,False
2023-01-03,2,118,1,42.5,1,1,False
2023-01-03,2,143,1,21.6,1,1,False
2023-01-03,2,161,1,26.0,1,1,False
2023-01-03,2,196,1,19.0,1,1,False
2023-01-03,2,238,1,-30.5,1,1,False
2023-01-03,3,15,1,25.0,1,1,False
2023-01-03,3,144,1,43.0,1,1,False
2023-01-03,3,169,1,24.9,1,1,False
2023-01-03,3,247,1,21.0,1,1,False
2023-01-03,4,13,1,14.1,1,1,False
2023-01-03,4,31,1,14.0,1,1,False
2023-01-03,5,39,1,17.1,1,1,False
2023-01-03,5,92,1,13.0,1,1,False
2023-01-03,5,195,1,20.1,1,1,False
2023-01-03,6,82,1,142.5,1,1,False
2023-01-03,6,91,1,164.1,1,1,False
2023-01-03,6,169,1,192.3,1,1,False
2023-01-03,6,195,1,155.4,1,1,False
2023-01-03,6,196,1,145.5,1,1,False
2023-01-03,6,238,1,-236.0,1,1,False
2023-01-03,6,248,1,-102.0,1,1,False
2023-01-03,7,247,1,160.8,1,1,False
2023-01-03,8,13,1,108.3,1,1,False
2023-01-03,8,39,1,131.1,1,1,False
2023-01-03,8,83,2,402.0,1,1,False
2023-01-03,8,93,1,192.0,1,1,False
2023-01-03,8,212,1,282.5,1,1,False
2023-01-03,8,221,1,157.2,1,1,False
2023-01-03,9,39,1,131.1,1,1,False
2023-01-03,9,67,1,218.5,1,1,False
2023-01-03,9,117,1,139.8,1,1,False
2023-01-03,9,143,2,331.8,1,1,False
2023-01-03,9,221,1,157.2,1,1,False
2023-01-03,9,247,1,160.8,1,1,False
2023-01-03,9,248,1,102.0,1,1,False
2023-01-03,10,4,1,346.5,1,1,False
2023-01-03,10,14,1,145.5,1,1,False
2023-01-03,11,40,1,14.7,1,1,False
2023-01-03,11,169,1,23.1,1,1,False
2023-01-03,11,221,1,18.9,1,1,False
2023-01-03,11,238,1,-28.35,1,1,False
2023-01-03,12,14,2,35.0,1,1,False
2023-01-03,12,83,1,24.15,1,1,False
2023-01-03,12,108,1,29.05,1,1,False
2023-01-03,12,213,1,25.2,1,1,False
2023-01-03,14,213,1,25.2,1,1,False
2023-01-03,15,65,1,18.27,1,1,False
2023-01-03,15,109,1,17.5,1,1,False
2023-01-03,15,169,1,23.1,1,1,False
2023-01-03,15,195,1,18.69,1,1,False
2023-01-03,15,197,1,25.9,1,1,False
2023-01-03,16,41,1,15.0,1,1,False
2023-01-03,16,91,1,15.0,1,1,False
2023-01-03,17,108,2,44.0,1,1,False
2023-01-03,17,169,1,17.7,1,1,False
2023-01-03,18,13,1,9.9,1,1,False
2023-01-03,18,247,3,44.1,1,1,False
2023-01-03,19,91,1,15.0,1,1,False
2023-01-03,19,117,2,25.8,1,1,False
2023-01-03,19,143,1,15.3,1,1,False
2023-01-03,20,247,1,14.7,1,1,False
2023-01-03,21,13,2,26.04,1,1,False
2023-01-03,21,40,1,14.7,1,1,False
2023-01-03,21,221,1,18.9,1,1,False
2023-01-03,22,169,3,69.3,1,1,False
2023-01-03,24,83,1,24.15,1,1,False
2023-01-03,25,31,1,12.95,1,1,False
2023-01-03,25,247,1,19.32,1,1,False
2023-01-03,27,169,1,23.1,1,1,False
2023-01-03,28,30,2,48.3,1,1,False
2023-01-03,29,247,1,19.32,1,1,False
2023-01-03,30,66,1,16.1,1,1,False
2023-01-03,30,109,3,52.5,1,1,False
2023-01-03,30,119,1,21.35,1,1,False
2023-01-03,30,195,1,18.69,1,1,False
2023-01-03,30,212,1,33.95,1,1,False
2023-01-03,31,161,1,23.8,1,1,False
2023-01-03,31,247,1,19.32,1,1,False
2023-01-03,31,248,1,12.25,1,1,False
2023-01-03,32,13,1,13.02,1,1,False
2023-01-03,32,187,1,23.8,1,1,False
2023-01-03,33,39,1,15.75,1,1,False
2023-01-03,34,83,1,24.15,1,1,False
2023-01-04,1,41,1,21.0,2,1,False
2023-01-04,1,117,1,18.3,2,1,False
2023-01-04,1,118,1,42.5,2,1,False
2023-01-04,1,143,1,21.6,2,1,False
2023-01-04,1,145,1,26.0,2,1,False
2023-01-04,1,169,1,24.9,2,1,False
2023-01-04,1,171,1,21.0,2,1,False
2023-01-04,1,186,1,23.0,2,1,False
2023-01-04,1,195,1,20.1,2,1,False
2023-01-04,1,213,1,27.5,2,1,False
2023-01-04,1,222,1,18.5,2,1,False
2023-01-04,1,223,2,32.0,2,1,False
2023-01-04,2,13,1,14.1,2,1,False
2023-01-04,2,14,1,19.0,2,1,False
2023-01-04,2,31,1,14.0,2,1,False
2023-01-04,2,82,1,18.5,2,1,False
2023-01-04,2,170,1,34.0,2,1,False
2023-01-04,3,56,1,15.0,2,1,False
2023-01-04,3,57,1,15.5,2,1,False
2023-01-04,3,117,1,18.3,2,1,False
2023-01-04,3,145,1,26.0,2,1,False
2023-01-04,3,169,3,74.69999999999999,2,1,False
2023-01-04,3,212,1,37.0,2,1,False
2023-01-04,3,223,1,16.0,2,1,False
2023-01-04,4,13,1,14.1,2,1,False
2023-01-04,4,41,1,21.0,2,1,False
2023-01-04,4,65,1,19.8,2,1,False
2023-01-04,4,93,1,25.0,2,1,False
2023-01-04,4,134,2,69.0,2,1,False
2023-01-04,4,223,1,16.0,2,1,False
2023-01-04,4,247,1,21.0,2,1,False
2023-01-04,5,56,1,15.0,2,1,False
2023-01-04,5,57,1,15.5,2,1,False
2023-01-04,5,169,1,24.9,2,1,False
2023-01-04,5,171,1,21.0,2,1,False
