Year_Week,Week_Start_Date,Product_ID,Category,Base_Price,Selling_Price,Is_Promo,Qty_Sold,Revenue_Realized,Qty_Sold_Lag1,Qty_Sold_Avg_4W,Sales_Velocity,Views_Last_1W,TryOn_Last_1W,Cart_Adds_Last_1W,Discount_Depth,Price_Change_Rate
2022-W19,2022-05-09,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W20,2022-05-16,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W21,2022-05-23,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W22,2022-05-30,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W23,2022-06-06,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W24,2022-06-13,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W25,2022-06-20,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W26,2022-06-27,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W27,2022-07-04,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W28,2022-07-11,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W29,2022-07-18,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W30,2022-07-25,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W31,2022-08-01,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W32,2022-08-08,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W33,2022-08-15,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W34,2022-08-22,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W35,2022-08-29,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W36,2022-09-05,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W37,2022-09-12,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W38,2022-09-19,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W39,2022-09-26,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W40,2022-10-03,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W41,2022-10-10,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W42,2022-10-17,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W43,2022-10-24,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W44,2022-10-31,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W45,2022-11-07,4,Feminine,799000,674000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644555694618267,0.0
2022-W46,2022-11-14,4,Feminine,799000,586571.4285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2658680493473986,-0.1297159813480289
2022-W47,2022-11-21,4,Feminine,799000,572000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28410513141426785,-0.024841695080370107
2022-W48,2022-11-28,4,Feminine,799000,641714.2857142857,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19685320936885398,0.12187812187812182
2022-W49,2022-12-05,4,Feminine,799000,694000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13141426783479349,0.08147818343722178
2022-W50,2022-12-12,4,Feminine,799000,694000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13141426783479349,0.0
2022-W51,2022-12-19,4,Feminine,799000,694000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13141426783479349,0.0
2022-W52,2022-12-26,4,Feminine,799000,698000.0,0,4.0,2792000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12640801001251567,0.005763688760806916
2023-W01,2023-01-02,4,Feminine,799000,710000.0,0,13.0,9230000.0,4.0,1.0,4.0,17.0,15.0,1.0,0.11138923654568211,0.017191977077363897
2023-W02,2023-01-09,4,Feminine,799000,718888.8888888889,0,14.0,10064444.444444444,13.0,4.25,1.8,19.0,14.0,2.0,0.10026421916284245,0.012519561815336444
2023-W03,2023-01-16,4,Feminine,799000,726000.0,0,15.0,10890000.0,14.0,7.75,0.07142857142857142,17.0,23.0,5.0,0.09136420525657074,0.00989180834621331
2023-W04,2023-01-23,4,Feminine,799000,726000.0,0,8.0,5808000.0,15.0,11.5,0.06666666666666667,14.0,18.0,6.0,0.09136420525657074,0.0
2023-W05,2023-01-30,4,Feminine,799000,726000.0,0,19.0,13794000.0,8.0,12.5,-0.4375,11.0,13.0,5.0,0.09136420525657074,0.0
2023-W06,2023-02-06,4,Feminine,799000,726000.0,0,7.0,5082000.0,19.0,14.0,1.2222222222222223,21.0,15.0,4.0,0.09136420525657074,0.0
2023-W07,2023-02-13,4,Feminine,799000,726000.0,0,14.0,10164000.0,7.0,12.25,-0.6,23.0,13.0,6.0,0.09136420525657074,0.0
2023-W08,2023-02-20,4,Feminine,799000,726000.0,0,15.0,10890000.0,14.0,12.0,0.875,21.0,20.0,3.0,0.09136420525657074,0.0
2023-W09,2023-02-27,4,Feminine,799000,726000.0,0,7.0,5082000.0,15.0,13.75,0.06666666666666667,17.0,13.0,9.0,0.09136420525657074,0.0
2023-W10,2023-03-06,4,Feminine,799000,726000.0,0,1.0,726000.0,7.0,10.75,-0.5,3.0,3.0,0.0,0.09136420525657074,0.0
2023-W11,2023-03-13,4,Feminine,799000,726000.0,0,1.0,726000.0,1.0,9.25,-0.75,2.0,1.0,0.0,0.09136420525657074,0.0
2023-W12,2023-03-20,4,Feminine,799000,726000.0,0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W13,2023-03-27,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,2.25,-0.5,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W14,2023-04-03,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W15,2023-04-10,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W16,2023-04-17,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W17,2023-04-24,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W18,2023-05-01,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W19,2023-05-08,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W20,2023-05-15,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W21,2023-05-22,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W22,2023-05-29,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W23,2023-06-05,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W24,2023-06-12,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W25,2023-06-19,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W26,2023-06-26,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W27,2023-07-03,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W28,2023-07-10,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W29,2023-07-17,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W30,2023-07-24,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W31,2023-07-31,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W32,2023-08-07,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W33,2023-08-14,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W34,2023-08-21,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W35,2023-08-28,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W36,2023-09-04,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W37,2023-09-11,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W38,2023-09-18,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W39,2023-09-25,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W40,2023-10-02,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W41,2023-10-09,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W42,2023-10-16,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W43,2023-10-23,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W44,2023-10-30,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W45,2023-11-06,4,Feminine,799000,726000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136420525657074,0.0
2023-W46,2023-11-13,4,Feminine,799000,611714.2857142857,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2344001430359378,-0.1574183392365211
2023-W47,2023-11-20,4,Feminine,799000,566000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916145181476846,-0.07473143390938809
2023-W48,2023-11-27,4,Feminine,799000,641857.1428571428,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966744144466297,0.13402322059565872
2023-W49,2023-12-04,4,Feminine,799000,743000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07008760951188986,0.15757845537502785
2023-W50,2023-12-11,4,Feminine,799000,743000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07008760951188986,0.0
2023-W51,2023-12-18,4,Feminine,799000,743000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07008760951188986,0.0
2023-W52,2023-12-25,4,Feminine,799000,743000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07008760951188986,0.0
2024-W00,2024-01-01,4,Feminine,799000,771000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03504380475594493,0.03768506056527591
2024-W01,2024-01-08,4,Feminine,799000,782200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021026282853567002,0.014526588845654994
2024-W02,2024-01-15,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021477882894400408
2024-W03,2024-01-22,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W04,2024-01-29,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W05,2024-02-05,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W06,2024-02-12,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W07,2024-02-19,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W08,2024-02-26,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W09,2024-03-04,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W10,2024-03-11,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W11,2024-03-18,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W12,2024-03-25,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W13,2024-04-01,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W14,2024-04-08,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W15,2024-04-15,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W16,2024-04-22,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W17,2024-04-29,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W18,2024-05-06,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W19,2024-05-13,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W20,2024-05-20,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W21,2024-05-27,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W22,2024-06-03,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W23,2024-06-10,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W24,2024-06-17,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W25,2024-06-24,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W26,2024-07-01,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W27,2024-07-08,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W28,2024-07-15,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W29,2024-07-22,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W30,2024-07-29,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W31,2024-08-05,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W32,2024-08-12,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W33,2024-08-19,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W34,2024-08-26,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W35,2024-09-02,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W36,2024-09-09,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W37,2024-09-16,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W38,2024-09-23,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W39,2024-09-30,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W40,2024-10-07,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W41,2024-10-14,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W42,2024-10-21,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W43,2024-10-28,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W44,2024-11-04,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W45,2024-11-11,4,Feminine,799000,696271.4285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12857142857142867,-0.12857142857142864
2024-W46,2024-11-18,4,Feminine,799000,559300.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,-0.19672131147540978
2024-W47,2024-11-25,4,Feminine,799000,593542.8571428572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.061224489795918394
2024-W48,2024-12-02,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3461538461538461
2024-W49,2024-12-09,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W50,2024-12-16,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W51,2024-12-23,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-W52,2024-12-30,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W01,2025-01-06,4,Feminine,799000,776171.4285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142858,-0.028571428571428633
2025-W02,2025-01-13,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.07352941176470583
2025-W03,2025-01-20,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0
2025-W04,2025-01-27,4,Feminine,799000,741928.5714285715,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.031746031746031814
2025-W05,2025-02-03,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307684
2025-W06,2025-02-10,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W07,2025-02-17,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W08,2025-02-24,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W09,2025-03-03,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W10,2025-03-10,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W11,2025-03-17,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W12,2025-03-24,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W13,2025-03-31,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W14,2025-04-07,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W15,2025-04-14,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W16,2025-04-21,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W17,2025-04-28,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W18,2025-05-05,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W19,2025-05-12,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W20,2025-05-19,4,Feminine,799000,799000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-W21,2025-05-26,4,Feminine,799000,787585.7142857143,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714235,-0.014285714285714244
2025-W22,2025-06-02,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.08695652173913047
2025-W23,2025-06-09,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0
2025-W24,2025-06-16,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0
2025-W25,2025-06-23,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0
2025-W26,2025-06-30,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0
2025-W27,2025-07-07,4,Feminine,799000,719100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0
2025-W28,2025-07-14,4,Feminine,799000,804707.1428571428,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0071428571428571175,0.11904761904761903
2025-W29,2025-07-21,4,Feminine,799000,838950.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050000000000000044,0.04255319148936172
